CombinacionID,PatronEolica,CostoTotal,SolucionValida,HorasCriticas
500,000000000000000111110100,103.50,SI,19
501,000000000000000111110101,101.00,SI,18
502,000000000000000111110110,96.00,SI,18
503,000000000000000111110111,92.00,SI,17
504,000000000000000111111000,98.50,SI,19
505,000000000000000111111001,96.00,SI,18
506,000000000000000111111010,98.50,SI,18
507,000000000000000111111011,91.00,SI,17
508,000000000000000111111100,93.50,SI,18
509,000000000000000111111101,91.00,SI,17
510,000000000000000111111110,88.50,SI,17
511,000000000000000111111111,83.50,SI,16
512,000000000000001000000000,120.00,SI,24
513,000000000000001000000001,117.50,SI,23
514,000000000000001000000010,120.00,SI,23
515,000000000000001000000011,112.50,SI,22
516,000000000000001000000100,120.00,SI,23
517,000000000000001000000101,117.50,SI,22
518,000000000000001000000110,112.50,SI,22
519,000000000000001000000111,108.50,SI,21
520,000000000000001000001000,120.00,SI,23
521,000000000000001000001001,117.50,SI,22
522,000000000000001000001010,120.00,SI,22
523,000000000000001000001011,112.50,SI,21
524,000000000000001000001100,112.50,SI,22
525,000000000000001000001101,110.00,SI,21
526,000000000000001000001110,112.50,SI,21
527,000000000000001000001111,103.50,SI,20
528,000000000000001000010000,120.00,SI,23
529,000000000000001000010001,117.50,SI,22
530,000000000000001000010010,120.00,SI,22
531,000000000000001000010011,112.50,SI,21
532,000000000000001000010100,120.00,SI,22
533,000000000000001000010101,117.50,SI,21
534,000000000000001000010110,112.50,SI,21
535,000000000000001000010111,108.50,SI,20
536,000000000000001000011000,112.50,SI,22
537,000000000000001000011001,110.00,SI,21
538,000000000000001000011010,112.50,SI,21
539,000000000000001000011011,105.00,SI,20
540,000000000000001000011100,112.50,SI,21
541,000000000000001000011101,110.00,SI,20
542,000000000000001000011110,103.50,SI,20
543,000000000000001000011111,98.50,SI,19
544,000000000000001000100000,120.00,SI,23
545,000000000000001000100001,117.50,SI,22
546,000000000000001000100010,120.00,SI,22
547,000000000000001000100011,112.50,SI,21
548,000000000000001000100100,120.00,SI,22
549,000000000000001000100101,117.50,SI,21
550,000000000000001000100110,112.50,SI,21
551,000000000000001000100111,108.50,SI,20
552,000000000000001000101000,120.00,SI,22
553,000000000000001000101001,117.50,SI,21
554,000000000000001000101010,120.00,SI,21
555,000000000000001000101011,112.50,SI,20
556,000000000000001000101100,112.50,SI,21
557,000000000000001000101101,110.00,SI,20
558,000000000000001000101110,112.50,SI,20
559,000000000000001000101111,103.50,SI,19
560,000000000000001000110000,112.50,SI,22
561,000000000000001000110001,110.00,SI,21
562,000000000000001000110010,112.50,SI,21
563,000000000000001000110011,105.00,SI,20
564,000000000000001000110100,112.50,SI,21
565,000000000000001000110101,110.00,SI,20
566,000000000000001000110110,105.00,SI,20
567,000000000000001000110111,101.00,SI,19
568,000000000000001000111000,112.50,SI,21
569,000000000000001000111001,110.00,SI,20
570,000000000000001000111010,112.50,SI,20
571,000000000000001000111011,105.00,SI,19
572,000000000000001000111100,103.50,SI,20
573,000000000000001000111101,101.00,SI,19
574,000000000000001000111110,98.50,SI,19
575,000000000000001000111111,93.50,SI,18
576,000000000000001001000000,120.00,SI,23
577,000000000000001001000001,117.50,SI,22
578,000000000000001001000010,120.00,SI,22
579,000000000000001001000011,112.50,SI,21
580,000000000000001001000100,120.00,SI,22
581,000000000000001001000101,117.50,SI,21
582,000000000000001001000110,112.50,SI,21
583,000000000000001001000111,108.50,SI,20
584,000000000000001001001000,120.00,SI,22
585,000000000000001001001001,117.50,SI,21
586,000000000000001001001010,120.00,SI,21
587,000000000000001001001011,112.50,SI,20
588,000000000000001001001100,112.50,SI,21
589,000000000000001001001101,110.00,SI,20
590,000000000000001001001110,112.50,SI,20
591,000000000000001001001111,103.50,SI,19
592,000000000000001001010000,120.00,SI,22
593,000000000000001001010001,117.50,SI,21
594,000000000000001001010010,120.00,SI,21
595,000000000000001001010011,112.50,SI,20
596,000000000000001001010100,120.00,SI,21
597,000000000000001001010101,117.50,SI,20
598,000000000000001001010110,112.50,SI,20
599,000000000000001001010111,108.50,SI,19
600,000000000000001001011000,112.50,SI,21
601,000000000000001001011001,110.00,SI,20
602,000000000000001001011010,112.50,SI,20
603,000000000000001001011011,105.00,SI,19
604,000000000000001001011100,112.50,SI,20
605,000000000000001001011101,110.00,SI,19
606,000000000000001001011110,103.50,SI,19
607,000000000000001001011111,98.50,SI,18
608,000000000000001001100000,112.50,SI,22
609,000000000000001001100001,110.00,SI,21
610,000000000000001001100010,112.50,SI,21
611,000000000000001001100011,105.00,SI,20
612,000000000000001001100100,112.50,SI,21
613,000000000000001001100101,110.00,SI,20
614,000000000000001001100110,105.00,SI,20
615,000000000000001001100111,101.00,SI,19
616,000000000000001001101000,112.50,SI,21
617,000000000000001001101001,110.00,SI,20
618,000000000000001001101010,112.50,SI,20
619,000000000000001001101011,105.00,SI,19
620,000000000000001001101100,105.00,SI,20
621,000000000000001001101101,102.50,SI,19
622,000000000000001001101110,105.00,SI,19
623,000000000000001001101111,96.00,SI,18
624,000000000000001001110000,112.50,SI,21
625,000000000000001001110001,110.00,SI,20
626,000000000000001001110010,112.50,SI,20
627,000000000000001001110011,105.00,SI,19
628,000000000000001001110100,112.50,SI,20
629,000000000000001001110101,110.00,SI,19
630,000000000000001001110110,105.00,SI,19
631,000000000000001001110111,101.00,SI,18
632,000000000000001001111000,103.50,SI,20
633,000000000000001001111001,101.00,SI,19
634,000000000000001001111010,103.50,SI,19
635,000000000000001001111011,96.00,SI,18
636,000000000000001001111100,98.50,SI,19
637,000000000000001001111101,96.00,SI,18
638,000000000000001001111110,93.50,SI,18
639,000000000000001001111111,88.50,SI,17
640,000000000000001010000000,120.00,SI,23
641,000000000000001010000001,117.50,SI,22
642,000000000000001010000010,120.00,SI,22
643,000000000000001010000011,112.50,SI,21
644,000000000000001010000100,120.00,SI,22
645,000000000000001010000101,117.50,SI,21
646,000000000000001010000110,112.50,SI,21
647,000000000000001010000111,108.50,SI,20
648,000000000000001010001000,120.00,SI,22
649,000000000000001010001001,117.50,SI,21
650,000000000000001010001010,120.00,SI,21
651,000000000000001010001011,112.50,SI,20
652,000000000000001010001100,112.50,SI,21
653,000000000000001010001101,110.00,SI,20
654,000000000000001010001110,112.50,SI,20
655,000000000000001010001111,103.50,SI,19
656,000000000000001010010000,120.00,SI,22
657,000000000000001010010001,117.50,SI,21
658,000000000000001010010010,120.00,SI,21
659,000000000000001010010011,112.50,SI,20
660,000000000000001010010100,120.00,SI,21
661,000000000000001010010101,117.50,SI,20
662,000000000000001010010110,112.50,SI,20
663,000000000000001010010111,108.50,SI,19
664,000000000000001010011000,112.50,SI,21
665,000000000000001010011001,110.00,SI,20
666,000000000000001010011010,112.50,SI,20
667,000000000000001010011011,105.00,SI,19
668,000000000000001010011100,112.50,SI,20
669,000000000000001010011101,110.00,SI,19
670,000000000000001010011110,103.50,SI,19
671,000000000000001010011111,98.50,SI,18
672,000000000000001010100000,120.00,SI,22
673,000000000000001010100001,117.50,SI,21
674,000000000000001010100010,120.00,SI,21
675,000000000000001010100011,112.50,SI,20
676,000000000000001010100100,120.00,SI,21
677,000000000000001010100101,117.50,SI,20
678,000000000000001010100110,112.50,SI,20
679,000000000000001010100111,108.50,SI,19
680,000000000000001010101000,120.00,SI,21
681,000000000000001010101001,117.50,SI,20
682,000000000000001010101010,120.00,SI,20
683,000000000000001010101011,112.50,SI,19
684,000000000000001010101100,112.50,SI,20
685,000000000000001010101101,110.00,SI,19
686,000000000000001010101110,112.50,SI,19
687,000000000000001010101111,103.50,SI,18
688,000000000000001010110000,112.50,SI,21
689,000000000000001010110001,110.00,SI,20
690,000000000000001010110010,112.50,SI,20
691,000000000000001010110011,105.00,SI,19
692,000000000000001010110100,112.50,SI,20
693,000000000000001010110101,110.00,SI,19
694,000000000000001010110110,105.00,SI,19
695,000000000000001010110111,101.00,SI,18
696,000000000000001010111000,112.50,SI,20
697,000000000000001010111001,110.00,SI,19
698,000000000000001010111010,112.50,SI,19
699,000000000000001010111011,105.00,SI,18
700,000000000000001010111100,103.50,SI,19
701,000000000000001010111101,101.00,SI,18
702,000000000000001010111110,98.50,SI,18
703,000000000000001010111111,93.50,SI,17
704,000000000000001011000000,112.50,SI,22
705,000000000000001011000001,110.00,SI,21
706,000000000000001011000010,112.50,SI,21
707,000000000000001011000011,105.00,SI,20
708,000000000000001011000100,112.50,SI,21
709,000000000000001011000101,110.00,SI,20
710,000000000000001011000110,105.00,SI,20
711,000000000000001011000111,101.00,SI,19
712,000000000000001011001000,112.50,SI,21
713,000000000000001011001001,110.00,SI,20
714,000000000000001011001010,112.50,SI,20
715,000000000000001011001011,105.00,SI,19
716,000000000000001011001100,105.00,SI,20
717,000000000000001011001101,102.50,SI,19
718,000000000000001011001110,105.00,SI,19
719,000000000000001011001111,96.00,SI,18
720,000000000000001011010000,112.50,SI,21
721,000000000000001011010001,110.00,SI,20
722,000000000000001011010010,112.50,SI,20
723,000000000000001011010011,105.00,SI,19
724,000000000000001011010100,112.50,SI,20
725,000000000000001011010101,110.00,SI,19
726,000000000000001011010110,105.00,SI,19
727,000000000000001011010111,101.00,SI,18
728,000000000000001011011000,105.00,SI,20
729,000000000000001011011001,102.50,SI,19
730,000000000000001011011010,105.00,SI,19
731,000000000000001011011011,97.50,SI,18
732,000000000000001011011100,105.00,SI,19
733,000000000000001011011101,102.50,SI,18
734,000000000000001011011110,96.00,SI,18
735,000000000000001011011111,91.00,SI,17
736,000000000000001011100000,112.50,SI,21
737,000000000000001011100001,110.00,SI,20
738,000000000000001011100010,112.50,SI,20
739,000000000000001011100011,105.00,SI,19
740,000000000000001011100100,112.50,SI,20
741,000000000000001011100101,110.00,SI,19
742,000000000000001011100110,105.00,SI,19
743,000000000000001011100111,101.00,SI,18
744,000000000000001011101000,112.50,SI,20
745,000000000000001011101001,110.00,SI,19
746,000000000000001011101010,112.50,SI,19
747,000000000000001011101011,105.00,SI,18
748,000000000000001011101100,105.00,SI,19
749,000000000000001011101101,102.50,SI,18
750,000000000000001011101110,105.00,SI,18
751,000000000000001011101111,96.00,SI,17
752,000000000000001011110000,103.50,SI,20
753,000000000000001011110001,101.00,SI,19
754,000000000000001011110010,103.50,SI,19
755,000000000000001011110011,96.00,SI,18
756,000000000000001011110100,103.50,SI,19
757,000000000000001011110101,101.00,SI,18
758,000000000000001011110110,96.00,SI,18
759,000000000000001011110111,92.00,SI,17
760,000000000000001011111000,98.50,SI,19
761,000000000000001011111001,96.00,SI,18
762,000000000000001011111010,98.50,SI,18
763,000000000000001011111011,91.00,SI,17
764,000000000000001011111100,93.50,SI,18
765,000000000000001011111101,91.00,SI,17
766,000000000000001011111110,88.50,SI,17
767,000000000000001011111111,83.50,SI,16
768,000000000000001100000000,120.00,SI,24
769,000000000000001100000001,117.50,SI,23
770,000000000000001100000010,120.00,SI,23
771,000000000000001100000011,112.50,SI,22
772,000000000000001100000100,120.00,SI,23
773,000000000000001100000101,117.50,SI,22
774,000000000000001100000110,112.50,SI,22
775,000000000000001100000111,108.50,SI,21
776,000000000000001100001000,120.00,SI,23
777,000000000000001100001001,117.50,SI,22
778,000000000000001100001010,120.00,SI,22
779,000000000000001100001011,112.50,SI,21
780,000000000000001100001100,112.50,SI,22
781,000000000000001100001101,110.00,SI,21
782,000000000000001100001110,112.50,SI,21
783,000000000000001100001111,103.50,SI,20
784,000000000000001100010000,120.00,SI,23
785,000000000000001100010001,117.50,SI,22
786,000000000000001100010010,120.00,SI,22
787,000000000000001100010011,112.50,SI,21
788,000000000000001100010100,120.00,SI,22
789,000000000000001100010101,117.50,SI,21
790,000000000000001100010110,112.50,SI,21
791,000000000000001100010111,108.50,SI,20
792,000000000000001100011000,112.50,SI,22
793,000000000000001100011001,110.00,SI,21
794,000000000000001100011010,112.50,SI,21
795,000000000000001100011011,105.00,SI,20
796,000000000000001100011100,112.50,SI,21
797,000000000000001100011101,110.00,SI,20
798,000000000000001100011110,103.50,SI,20
799,000000000000001100011111,98.50,SI,19
800,000000000000001100100000,120.00,SI,23
801,000000000000001100100001,117.50,SI,22
802,000000000000001100100010,120.00,SI,22
803,000000000000001100100011,112.50,SI,21
804,000000000000001100100100,120.00,SI,22
805,000000000000001100100101,117.50,SI,21
806,000000000000001100100110,112.50,SI,21
807,000000000000001100100111,108.50,SI,20
808,000000000000001100101000,120.00,SI,22
809,000000000000001100101001,117.50,SI,21
810,000000000000001100101010,120.00,SI,21
811,000000000000001100101011,112.50,SI,20
812,000000000000001100101100,112.50,SI,21
813,000000000000001100101101,110.00,SI,20
814,000000000000001100101110,112.50,SI,20
815,000000000000001100101111,103.50,SI,19
816,000000000000001100110000,112.50,SI,22
817,000000000000001100110001,110.00,SI,21
818,000000000000001100110010,112.50,SI,21
819,000000000000001100110011,105.00,SI,20
820,000000000000001100110100,112.50,SI,21
821,000000000000001100110101,110.00,SI,20
822,000000000000001100110110,105.00,SI,20
823,000000000000001100110111,101.00,SI,19
824,000000000000001100111000,112.50,SI,21
825,000000000000001100111001,110.00,SI,20
826,000000000000001100111010,112.50,SI,20
827,000000000000001100111011,105.00,SI,19
828,000000000000001100111100,103.50,SI,20
829,000000000000001100111101,101.00,SI,19
830,000000000000001100111110,98.50,SI,19
831,000000000000001100111111,93.50,SI,18
832,000000000000001101000000,120.00,SI,23
833,000000000000001101000001,117.50,SI,22
834,000000000000001101000010,120.00,SI,22
835,000000000000001101000011,112.50,SI,21
836,000000000000001101000100,120.00,SI,22
837,000000000000001101000101,117.50,SI,21
838,000000000000001101000110,112.50,SI,21
839,000000000000001101000111,108.50,SI,20
840,000000000000001101001000,120.00,SI,22
841,000000000000001101001001,117.50,SI,21
842,000000000000001101001010,120.00,SI,21
843,000000000000001101001011,112.50,SI,20
844,000000000000001101001100,112.50,SI,21
845,000000000000001101001101,110.00,SI,20
846,000000000000001101001110,112.50,SI,20
847,000000000000001101001111,103.50,SI,19
848,000000000000001101010000,120.00,SI,22
849,000000000000001101010001,117.50,SI,21
850,000000000000001101010010,120.00,SI,21
851,000000000000001101010011,112.50,SI,20
852,000000000000001101010100,120.00,SI,21
853,000000000000001101010101,117.50,SI,20
854,000000000000001101010110,112.50,SI,20
855,000000000000001101010111,108.50,SI,19
856,000000000000001101011000,112.50,SI,21
857,000000000000001101011001,110.00,SI,20
858,000000000000001101011010,112.50,SI,20
859,000000000000001101011011,105.00,SI,19
860,000000000000001101011100,112.50,SI,20
861,000000000000001101011101,110.00,SI,19
862,000000000000001101011110,103.50,SI,19
863,000000000000001101011111,98.50,SI,18
864,000000000000001101100000,112.50,SI,22
865,000000000000001101100001,110.00,SI,21
866,000000000000001101100010,112.50,SI,21
867,000000000000001101100011,105.00,SI,20
868,000000000000001101100100,112.50,SI,21
869,000000000000001101100101,110.00,SI,20
870,000000000000001101100110,105.00,SI,20
871,000000000000001101100111,101.00,SI,19
872,000000000000001101101000,112.50,SI,21
873,000000000000001101101001,110.00,SI,20
874,000000000000001101101010,112.50,SI,20
875,000000000000001101101011,105.00,SI,19
876,000000000000001101101100,105.00,SI,20
877,000000000000001101101101,102.50,SI,19
878,000000000000001101101110,105.00,SI,19
879,000000000000001101101111,96.00,SI,18
880,000000000000001101110000,112.50,SI,21
881,000000000000001101110001,110.00,SI,20
882,000000000000001101110010,112.50,SI,20
883,000000000000001101110011,105.00,SI,19
884,000000000000001101110100,112.50,SI,20
885,000000000000001101110101,110.00,SI,19
886,000000000000001101110110,105.00,SI,19
887,000000000000001101110111,101.00,SI,18
888,000000000000001101111000,103.50,SI,20
889,000000000000001101111001,101.00,SI,19
890,000000000000001101111010,103.50,SI,19
891,000000000000001101111011,96.00,SI,18
892,000000000000001101111100,98.50,SI,19
893,000000000000001101111101,96.00,SI,18
894,000000000000001101111110,93.50,SI,18
895,000000000000001101111111,88.50,SI,17
896,000000000000001110000000,120.00,SI,23
897,000000000000001110000001,117.50,SI,22
898,000000000000001110000010,120.00,SI,22
899,000000000000001110000011,112.50,SI,21
900,000000000000001110000100,120.00,SI,22
901,000000000000001110000101,117.50,SI,21
902,000000000000001110000110,112.50,SI,21
903,000000000000001110000111,108.50,SI,20
904,000000000000001110001000,120.00,SI,22
905,000000000000001110001001,117.50,SI,21
906,000000000000001110001010,120.00,SI,21
907,000000000000001110001011,112.50,SI,20
908,000000000000001110001100,112.50,SI,21
909,000000000000001110001101,110.00,SI,20
910,000000000000001110001110,112.50,SI,20
911,000000000000001110001111,103.50,SI,19
912,000000000000001110010000,120.00,SI,22
913,000000000000001110010001,117.50,SI,21
914,000000000000001110010010,120.00,SI,21
915,000000000000001110010011,112.50,SI,20
916,000000000000001110010100,120.00,SI,21
917,000000000000001110010101,117.50,SI,20
918,000000000000001110010110,112.50,SI,20
919,000000000000001110010111,108.50,SI,19
920,000000000000001110011000,112.50,SI,21
921,000000000000001110011001,110.00,SI,20
922,000000000000001110011010,112.50,SI,20
923,000000000000001110011011,105.00,SI,19
924,000000000000001110011100,112.50,SI,20
925,000000000000001110011101,110.00,SI,19
926,000000000000001110011110,103.50,SI,19
927,000000000000001110011111,98.50,SI,18
928,000000000000001110100000,120.00,SI,22
929,000000000000001110100001,117.50,SI,21
930,000000000000001110100010,120.00,SI,21
931,000000000000001110100011,112.50,SI,20
932,000000000000001110100100,120.00,SI,21
933,000000000000001110100101,117.50,SI,20
934,000000000000001110100110,112.50,SI,20
935,000000000000001110100111,108.50,SI,19
936,000000000000001110101000,120.00,SI,21
937,000000000000001110101001,117.50,SI,20
938,000000000000001110101010,120.00,SI,20
939,000000000000001110101011,112.50,SI,19
940,000000000000001110101100,112.50,SI,20
941,000000000000001110101101,110.00,SI,19
942,000000000000001110101110,112.50,SI,19
943,000000000000001110101111,103.50,SI,18
944,000000000000001110110000,112.50,SI,21
945,000000000000001110110001,110.00,SI,20
946,000000000000001110110010,112.50,SI,20
947,000000000000001110110011,105.00,SI,19
948,000000000000001110110100,112.50,SI,20
949,000000000000001110110101,110.00,SI,19
950,000000000000001110110110,105.00,SI,19
951,000000000000001110110111,101.00,SI,18
952,000000000000001110111000,112.50,SI,20
953,000000000000001110111001,110.00,SI,19
954,000000000000001110111010,112.50,SI,19
955,000000000000001110111011,105.00,SI,18
956,000000000000001110111100,103.50,SI,19
957,000000000000001110111101,101.00,SI,18
958,000000000000001110111110,98.50,SI,18
959,000000000000001110111111,93.50,SI,17
960,000000000000001111000000,112.50,SI,22
961,000000000000001111000001,110.00,SI,21
962,000000000000001111000010,112.50,SI,21
963,000000000000001111000011,105.00,SI,20
964,000000000000001111000100,112.50,SI,21
965,000000000000001111000101,110.00,SI,20
966,000000000000001111000110,105.00,SI,20
967,000000000000001111000111,101.00,SI,19
968,000000000000001111001000,112.50,SI,21
969,000000000000001111001001,110.00,SI,20
970,000000000000001111001010,112.50,SI,20
971,000000000000001111001011,105.00,SI,19
972,000000000000001111001100,105.00,SI,20
973,000000000000001111001101,102.50,SI,19
974,000000000000001111001110,105.00,SI,19
975,000000000000001111001111,96.00,SI,18
976,000000000000001111010000,112.50,SI,21
977,000000000000001111010001,110.00,SI,20
978,000000000000001111010010,112.50,SI,20
979,000000000000001111010011,105.00,SI,19
980,000000000000001111010100,112.50,SI,20
981,000000000000001111010101,110.00,SI,19
982,000000000000001111010110,105.00,SI,19
983,000000000000001111010111,101.00,SI,18
984,000000000000001111011000,105.00,SI,20
985,000000000000001111011001,102.50,SI,19
986,000000000000001111011010,105.00,SI,19
987,000000000000001111011011,97.50,SI,18
988,000000000000001111011100,105.00,SI,19
989,000000000000001111011101,102.50,SI,18
990,000000000000001111011110,96.00,SI,18
991,000000000000001111011111,91.00,SI,17
992,000000000000001111100000,112.50,SI,21
993,000000000000001111100001,110.00,SI,20
994,000000000000001111100010,112.50,SI,20
995,000000000000001111100011,105.00,SI,19
996,000000000000001111100100,112.50,SI,20
997,000000000000001111100101,110.00,SI,19
998,000000000000001111100110,105.00,SI,19
999,000000000000001111100111,101.00,SI,18
